rating,title,text,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,positive_sentiment,negative_sentiment,neutral_sentiment
5.0,"Light, Compact. Great Customer Service",I have purchased of these Nice and light and small in size I keep it in my backpack where ever I go The third one I ordered wouldn t charge my Macbook Pro at the same time was using it but I wrote customer service and they sent me a replacement right away after confirming some behavior with the charger So totally delighted with product and company Lou,B08YJLMQGD,B09RZG4888,AFXJHXP6H5HTLSDBL3CRKFBPPQEA,1676838424077,1,True,0.0159,0.157,0.8271
5.0,These are cute and work great,These work great and are super cute I got different ones and I like them both,B092QVYQXQ,B096FPWPVC,AFIF5EGTAYSYYAHV3KXIX4VY4VOA,1633353616784,0,False,0.0036,0.0088,0.9877
4.0,"Good Phone, Pricey Plans",Designed for and marketed to seniors this phone is exceptionally easy to set up and use As promised the icons are larger and it can work with hearing aids It comes with a quick start guide and a more detailed user s manual both with large easy to read print The phone itself while not super slim is light enough for my eighty six year old mother to handle with ease She liked the voice typing function as her arthritic hands make keyboard use a challenge The phone has both bluetooth and wi fi capabilities and comes with an adequate camera br br Perhaps the most heavily promoted are the medical apps These include the Five Star emergency service Urgent Care and Med Coach The Five Star service is designed to provide assistance in emergency situations The agents will assess you situation determine your location and send help if necessary This covers any situation not just medical emergencies I imagine it would be a consolation to someone living alone or walking through a deserted parking lot It costs per month Urgent Care provides at the cost of per call access to trained medical personnel for questions and concerns The app itself is free The MedCoach app allows the user to monitor their prescription schedule track compliance and receive prescription refill reminders per month per phone It is also possible to arrange for refill reminders with a phone call With the Five Star and MedCoach services data and airtime costs apply br br There are a variety of plans and when you add the cost of the desired medical service apps and data usage they get pricey making them less than affordable to seniors on a fixed income While many of the capabilities are appealing the user must assess whether they can actually justify the cost So while I think the phone is great for seniors with limited tech savvy the service plans seem expensive,B00N41VOWK,B00N41VOWK,AH665SQ6SQF6DXAGYIQFCX76LALA,1419469339000,5,False,0.0065,0.1494,0.8441
5.0,Kate Spade never makes a mistake,I am in love with everything Kate Spade Of course this too It s great when I don t want to carry my big purse when I go out I can even put my lip gloss in here As always great design Perfection Always Love Kate Spade,B00V2GFNK8,B00V2GFNK8,AHVOQ4CBGSXUQKOR2A3BPCV53YMA,1444432665000,0,True,0.0057,0.0159,0.9784
5.0,Works great,Works great,B072C7R4CD,B086HJYR1S,AE5WO2DIUMOK3VTVSIGLCYLCN46A,1571337179601,0,True,0.0079,0.0304,0.9617
2.0,SIZE!,I gave it a star only because I ordered the wrong size I should have gotten the but got the by mistake So it sticks out on the sides where you slide the band into the watch My fault I was still able to resize by removing links And it s still quite lovely,B07JKGST5P,B07JKGST5P,AERVTQ63VWSKM3NWNNCJBDKJ4CIA,1582420542381,0,True,0.2287,0.4255,0.3458
5.0,EASY TO USE ~ SIMPLE ~ WHAT I WANT IN A CELL PHONE!,Love the easy use of this phone The qwerty keyboard makes it so easy for texting I am very happy I decided to buy this phone Hope it works for a long time If you have large fingers you may have trouble hitting the correct keyboard button on the qwerty I do not have this problem but wanted to let others know,B00AVZ062G,B00AVZ062G,AH6KD3S27ERI65B4QI3BZHDXLMNQ,1425817243000,0,True,0.0056,0.0177,0.9768
2.0,Does NOT work for Jeep Wrangler air vents.....does not state this in description,We ordered this air vent phone holder specifically for our Jeep Wrangler and it does not fit There is an extension for different size vents but it is not long enough The description states the following br br Notice br br For example Audi A air vents cannot be used with the product br br There is no mention of the product not working on any other car make or model This will not work for the Jeep It does work for my Mercedes but that car has a built in GPS so a phone mount is not needed br br When mounted in my Mercedes the product is br br Sturdy br Easy to hook to the vent br br The air vent direction cannot be moved once the mount has been hooked to the vent fyi br br Unfortunately this product does not work for us and the description gave no indication it would not work for Jeep products,B0B599ZSQL,B0B599ZSQL,AFIIHGFEQSEL7QUGWG3BR5FWY5OQ,1665885222467,0,False,0.7778,0.2054,0.0168
4.0,You get what you pay for,This is a fine case for what you pay Of course I have dropped my phone many times and the phone doesn t break but the case did The piece that attaches to the back no longer stays on and I keep having to pop it back in For a less expensive case this works great but I think I should ve invested in something more heavy duty,B07K229SQW,B07K229SQW,AGFBXZRJSPT5YMOWGATF5D6NR54A,1593723179325,0,True,0.0709,0.2643,0.6648
5.0,Great charging flexibility,Battery packs have become an increasingly important technology over the years but having the extra flexibility to charge on the run is a nice new addition br br This battery pack works well charges quickly in the sun and keeps good charge on all my devices while camping No complaints or regrets here,B093RDX6PP,B0C2JZSNS8,AHQ5BCBPDVPYKSYZKDGQILZGV7BA,1630435272458,0,False,0.0032,0.0399,0.9569
3.0,Charger,When I plug the portable charger into the outlet to charge it it takes way too long to charge it I had it plugged in since yesterday and it is still charging,B00K8DUKH2,B00K8DUKH2,AF7XFWOMZFHHHKMOEI3CVPHGSUWA,1550931262824,0,True,0.5881,0.3597,0.0522
5.0,Great!,I bought this for the color and was pleasantly surprised that this is one of the few Otterboxes that doesn t block bar the bottom for when you use fingerprint for locking device Great product,B00IPGVRPS,B00IPGVRPS,AF2T3RMSCON4U4GEFDTK3REAVMKA,1422211965000,0,True,0.0076,0.0549,0.9374
3.0,It turned yellow,I ve had this thing for almost a year and it s now a pretty gross yellow color I have no idea what causes it but it s ugly br br Otherwise it s ok,B08Q3LB7BH,B08Q3LB7BH,AFK34QALTAWY2B4BYVMIX3EGYD3Q,1650475605194,0,True,0.9202,0.0712,0.0086
1.0,Not impressed,I purchased this item to be able to charge my iPhone quickly but unfortunately it takes just as long as a regular phone charger The plug has a different cord than Apple cord so it can only be used for the charger it came with I haven t decided if I m going to return it or not but I don t recommend this charger,B0B1PXXZQT,B0CDLQWJZ2,AGPIG33OLLD7ZBKP4GG2XM2JYUJA,1672370468887,0,True,0.8242,0.1613,0.0145
5.0,Ive used them for years and they're amazing!!,I am such a fan of these cables When I say I have about of them I m not kidding I have them everywhere They are so durable and if they do go bad the warranty is phenomenal Ive been using them for years already and I have no plans to stop,B079Y6SZZZ,B079Y6SZZZ,AHATUID27RJQNC4TP52PBM4PPX2Q,1532821877470,1,True,0.0168,0.0347,0.9485
4.0,It’s nice,I m loving it so far except it s a magnet for fingerprints and dust but like how it feels like my iPhone doesn t have a case on,B09BFKP4WM,B0BKG3W4K2,AEUVUDXMKSP7UM573CYAOWK57TZQ,1659116665517,0,True,0.0251,0.0879,0.887
2.0,Not so precise,It might not be fair because I have a Wacom Intuos and a Wacom Bamboo but this model has a soft rubber tip that s about across Not very accurate,B005SXT6QI,B005SXT6QI,AENF7OSWDZKFAZWRK7ASO5BCS5YA,1389881775000,0,True,0.6644,0.3161,0.0194
5.0,EASY PEASY,FITS THE FRONT OF MY PHONE PERFECTLY EASY TO INSTALL CAN USE THE PHONE AS IF THE SHIELD WEREN T ON IT ALMOST CAN T TELL THE PROTECTOR IS ON THE PHONE,B07PHVWYYY,B07PHVWYYY,AEZQTMOXS272RR3HTELBHUQUISXA,1570731769716,0,True,0.008,0.1094,0.8827
5.0,Very easy to apply,This is exactly as described Very easy to apply no bubbles at all,B00GIBKS9I,B00GIBKS9I,AGZCKOXEP43GQDDCWX6YNNWCHUMA,1416169468000,0,True,0.0224,0.2141,0.7635
3.0,No Amazon gift card.,Switched from AT T on my Galaxy s Had a few issues the first two days but customer service was pretty fast with getting it taken care of I suggest making sure you have another phone around so you can call the customer service number if switching from a GSM to CDMA carrier,B072FTW1MB,B072FTW1MB,AE5JHW4AKLRST5GHV63R3S3QNTNA,1555360264108,0,True,0.0693,0.4596,0.4711
5.0,Five Stars,I am enjoying the camera and all of its accessories,B004VGDFD8,B004VGDFD8,AGMOTYNYI6G2A3UZBUXXVRH7ZCSA,1407601121000,0,True,0.0033,0.0235,0.9732
5.0,Five Stars,much stronger then expected and you get Such a deal,B01M7PW3AM,B01M7PW3AM,AG7FBL6E5ARHKAHP5FTWDQN26OMA,1497372920261,0,True,0.0115,0.1341,0.8544
5.0,Great quality for the price,Amazed at the quality for this price Item arrived quickly and was well packaged Only negative is that despite implication of US in company name FYY US Tech product is made in China Not a big deal but had there been a problem contact phone number is in China Also for those who like more gold in rose gold this one is a little more on the pink side Overall for the price unbeatable,B011QYHO0W,B076CHCLM5,AHIXJHAF6DCJ75CZAFT557OXADEQ,1547046931847,0,True,0.0797,0.3115,0.6088
5.0,NICE GRIP,Beautiful case for my iPhone it s so soft and sturdy at the same time,B07T3CBMDT,B07CTGWM16,AHTTOCZRNEKFRYHBN4HPOQC3UPPA,1580798825311,0,True,0.0046,0.0137,0.9816
5.0,Best armband,I refuse to ever get a different armband This one is the best flexible light simple and fits my iPhone s in it WITH its bulky CaseMate cover on The velcro is strong It fits snugly on my small arm It lasts a long time,B009XGZGZG,B009XGZGZG,AERB7PAJYYHXLOSGJEVLJV6KWQRQ,1394481026000,1,True,0.0111,0.0533,0.9356
5.0,Five Stars,good,B017DGSVTU,B017DGSVTU,AFZREKGVMN4KLDEGLEYB7UFSLX3A,1475773761000,0,True,0.0711,0.2777,0.6512
1.0,Crap.,This fell off after applying it exactly like the directions said Unfortunately the return window has already passed so I can t get a refund Crap,B07TDSB6MP,B07TDSB6MP,AFC4TWJLVW2M2UH7L6Y4UJ7BAQIA,1566043657579,0,True,0.9407,0.0541,0.0052
5.0,Very durable,Very sturdy and great that it came with a screen protector,B08JBHTVP7,B08JBHTVP7,AGGW4YDY5F5V3EZG35HQIKWHYDQA,1608765263677,0,True,0.0035,0.0186,0.9779
1.0,Cute but doesn’t lock,It s a super cute band but one of the bands didn t lock and I almost lost my watch Check before wearing it out,B083RXRGK2,B083RXRGK2,AHBMY734KGQBNEJ5LTP6KAL3FAXA,1645394912766,0,True,0.3791,0.3073,0.3136
5.0,holds up well,I bought an i phone xr in the color blue It s really sharp looking but no one could see it in my wallet type case So I though I d try this inexpensive see through case and show off the color better Fits perfect protects well and easy to hold onto,B07GZ5MXCC,B07GZ5MXCC,AHA445XSAAGF7JYVU2FAUSTWEA7Q,1560720248946,0,True,0.111,0.4804,0.4086
4.0,Screen gets super scratched,Love this case but the screen gets so scratched in one day It looked pretty bad,B01EFRXWPI,B01EFRXWPI,AGVYM2MUUUZYPNNAHPT2RI6HJS4A,1532665853198,0,True,0.7978,0.1433,0.0589
1.0,Would not buy again,The product came with wet wipes that had dried out in the packaging br Screen protector has the ugly circle at the fingerprint reader that sticks out when you use the phone Fingerprint reader rarely worked The touch sensitivity felt off during the whole time I had the screen protector on I ended up leaving it on less than a week until I got a better screen protector,B09MDZ1RQB,B09MDZ1RQB,AG2Q5CBPQCN5JXAZ3WOCI6Z2BJ3Q,1643090662239,0,True,0.8597,0.1304,0.0099
5.0,Five Stars,Was exactly as described,B00IIWKRH8,B00IIWKRH8,AF6XUPTSW7BA2UY4PMMML4AAS75A,1421108097000,0,True,0.3009,0.6183,0.0808
5.0,Most awesome customer service!!!,This product was not high quality at all I am very careful with my phone but it happened to slip out of my hands and fall about inches into a trash can resulting in the protective screen shattering No good You get what you pay for br br Oct I am changing my original rating to the highest rating due to excellent customer service It is possible I got a defective product and understand that it can happen with anything I am impressed that the owner reached out to me via email and offered to replace my defective screen protectors and then contacted me via phone to be sure that I received them Above and beyond any customer service experience I ve ever had Thank you,B01KNVY2FO,B0BQHKLWQK,AF6AJODJRJ4VMXE55IRLXKMUAXSQ,1537933250667,0,True,0.7089,0.2097,0.0815
5.0,Must have,Great product,B07DR7CLQJ,B07DR4TNG3,AFMBS22BQUGODDQB35X2O55GYMXQ,1555719241925,0,True,0.0096,0.0408,0.9496
5.0,Solid casw,Great case bought it for my year old son and so far it seems to be relatively indestructible,B01CDOFONI,B07P9B39KK,AHULCFIQ4IIQTFBKVJRW4K7FPYGA,1480728320000,0,True,0.0036,0.0168,0.9796
5.0,Easy install,Protector was easy to install Covers the whole screen Works well with otterbox defender The screen feels silky smooth Time will tell Seems better quality thicker than most,B07FQZ8Y1V,B07LCV3VR3,AFOQTMGYAJZUL5YDAC4DQ6NVF4RQ,1590444186162,0,True,0.0091,0.1195,0.8713
5.0,Good quality,Good quality,B09492HXH7,B09492HXH7,AEHVD3ZEH5RKSMJE5DDDE7X4NR4A,1674679124938,0,True,0.0246,0.1954,0.78
3.0,Just alright,I loved the idea of it but the stones on the face fell off after only wearing a few times Not many but about or Kinda disappointed I never figured out how to remove links,B08K7FNJKS,B094YBR5HZ,AH7ZGLPCX4RLUMXDNI54766ZQAHA,1632332917073,0,True,0.6922,0.2571,0.0508
1.0,Looks and fit,It looks like a tool box Confusing,B07JX5J619,B07JM1PHDN,AEXH4GPXIVW2AMQ4EUHQWYPYZNIQ,1571695070584,0,True,0.5573,0.4201,0.0226
5.0,Would buy again,Great Super easy to apply,B07Q5Y3KYV,B07Q5Y3KYV,AFMBS22BQUGODDQB35X2O55GYMXQ,1557501872797,0,True,0.0054,0.0149,0.9797
5.0,gift,she loved it,B078932S7Y,B078932S7Y,AENHQMMLORR6P4YEOO22RCD2X2FQ,1548894420006,0,True,0.0089,0.0406,0.9505
5.0,Perfect!!,They are just like a regular pen,B091J7GG77,B091J7GG77,AFADOXI3HUUQZ2YGXJ5PHS6LSMFA,1668021321605,0,True,0.5986,0.3681,0.0333
5.0,Nicer than I anticipated!,This watch band is actually nicer than I expected it to be and I will definitely be purchasing another color br br The pink band looks like rose quartz and the clasp matches my Galaxy Active pink face really well can t see in pics as I have a cover on it because I m clumsy lol The clasp is high quality and secure I wear it except when charging and showering and have no fear of it coming open It comes with a tool to remove excess links which was much easier than the old paperclip method I have a tiny wrist and removing links made for a perfect fit br br My only complaint and it s minot is that there s nothing securing the quick release pins when you remove the band so they just fall out I m honestly not sure there s anything that can be done differently I m just worried I ll end up losing them Fortunately it came with so losing one won t be an issue br br This is a gorgeous band that looks better in person than in pics It s a major upgrade to silicone and a nice change from metal I ll be back for a tortoise shell next,B0BJLBCJQK,B0BJLBMH8H,AEA5TBNIXBAA6MWKSHJLATGDFZIQ,1670980269681,0,False,0.0126,0.0496,0.9377
2.0,Too flimsy,Expected for the price but this is a flimsy case,B06XPQVDMH,B09P2ZYWPT,AHRYOSINZBNMPBASYXTF3QBGR67Q,1566064993618,0,True,0.7229,0.262,0.015
5.0,Five Stars,Awesome buy Wpuld si it song,B00F3IZLCQ,B00F3IZLCQ,AEGNGKVQ5IKSMRNUKYD2JONXTT4Q,1432227949000,0,True,0.0052,0.0179,0.9769
5.0,Strong product,I absolutely stand by these percent They have not let me down It leaves no air bubbles or rainbow effects It is easy to install and stays on Ive dropped my phone so many times Kinda hard to with out meaning to Ive even tested it I smashed my phone against the corner of my porch on the actual corner I know it was srupid but the screen protector didnt even crack it jist keft a scuff mark that wiped off an i smashed ot as hard as i could My phone was not effected at all Screen protector stayed in awesome shape jist needed cleaned Ive bought this item like times I will not use any other brand This is my go to product an i will continue purchasing these i love them,B07DVG8BQ2,B07DVG8BQ2,AFEQM4OEU7EMSD3LKGQDFVQDFTWQ,1557349699572,16,True,0.1362,0.187,0.6768
3.0,Hurts your fingers that hold the pop socket part,Sticks to phone well Only complaint is the material that the pop socket is made out of is not comfortable and actually hurts your fingers I have other pop sockets and they are not as uncomfortable Need some kind of foam or something to use since not made out of same material as other pop sockets,B097G1XT4R,B0BYBRLJ3P,AEGIT2PIOYD3Y3JOUFVUVZNRJYAA,1674348741681,1,True,0.7365,0.2345,0.029
5.0,Great Magsafe battery,I have used the Euker battery to charge my iphone Pro Max about times since I got it Perfect for daily use br br I measured the wireless charge using the Amperes app For most of the period the battery delivered W br br When charging my ipad pro through the Euker s USB C port I measured to W on a sustained basis The fully charged Euker battery ran out of steam after delivering Wh According to Euker the battery capacity is Wh so that means the battery is about efficient That s reasonable I have tested three MagSafe Anker batteries with half the capacity and in my samples three Euker s three Anker s the Euker performed better than Anker br br The magnet is strong You can safely hold just the battery or just the iphone and the other one will not fall or move I was even using a Magsafe case br br The stand is easy to use and sturdy Just one possible angle I would have preferred the angle to be less vertical br br Bottom line Euker performs as well as or better than the Anker batteries I have tested for less than half the price Highly recommended,B0B585DQ5B,B0BM3QNN4K,AF74UUKGHYAZJ3VSVE6ZY3AS3E5Q,1671636945882,0,False,0.0096,0.3899,0.6005
5.0,"Nice stand, sturdy",Nice hold easy to use,B078MYLMTN,B08LS47C7T,AH64IDRWG3MQN45Q4MDOXQGCXNSA,1625574369403,0,False,0.0128,0.0518,0.9354
5.0,Five Stars,Niche holder long arm Holds in place really well,B01M4J0G7I,B01M4J0G7I,AFZI2PIZGLXHFDBHUBDPS4ZS4RCQ,1522619807616,0,True,0.0047,0.0773,0.918
5.0,"Invisible, as it should be",Fits perfectly gives good protection and doesn t impede screen access at all,B07FQZ8Y1V,B07LCV3VR3,AEVYYOZKW7NNUI77YPOCWJLSLXJQ,1606338545246,0,True,0.0276,0.2264,0.7459
5.0,great replacement,My son s smart watch came with a silicone band which worked fine but my son wanted something different so I ordered this band for him It works great Fit his watch face with no problems Was easy to install It is a nice well made soft leather Definitely worth the money,B09LM23J8L,B09V16676T,AGWDUDVEWLSYDNG2FXFREM4X2CEQ,1652460679625,0,False,0.004,0.0471,0.949
5.0,Holds all your cards and protects phone,I live this phone case Holds all my cards easily has a wrist strap so I don t drop it cute and protects my phone Great purchase,B07PXRLK5S,B094X7L2JM,AGW7AOFVWJ7PPNL4EYBV4SVREV4A,1588791405520,0,True,0.0063,0.0319,0.9618
5.0,Pretty good overall,This is much better than the tempered glass protector I was using before There is no difference in touch sensitivity it reacts just as though nothing is on the screen It was a bit complicated to install I had to watch the video twice before I dared attempt it And it still ended up with bubbles around the edges so I guess I did something wrong But it looks great overall We ll see how it holds up over time,B07KXVW1SH,B07KXVW1SH,AGOBGYVNSICHBXHD6IMPYFTGCBWQ,1554400983785,0,True,0.1952,0.2789,0.5259
5.0,Strong hold,I love this vent holder can use phone in vertical or horizontal position very sturdy hold love it,B01M1I8N5F,B01M0UVZI0,AG2XC3ZKQWIDTHOY42WPK46BDXHA,1517448663062,0,True,0.0035,0.0195,0.977
4.0,Seems to be doing just fine.,Ok So the magnet is very strong but the suction cup did not work Considering most dashboards are not all that smooth the product should of came with a in disk that has adhesive on one side and smooth surface on the other side They sell them I had to use one BC the dashboard would not allow the suction cup to hold Its an easy and cheap item In feel the product should of supplied the disk br update Almost yrs have gone by with med to heavy use and the thing finally broke Just from wear and tear Ordered a new one immediately LOVE it,B01NCSRTK7,B0C7L26JPJ,AET7JALPFVT57Z5EC3DTYUGNPTKQ,1531047542686,2,True,0.7053,0.2577,0.037
5.0,! You get what you pay for. Comes with all you need to install very clean @ straight!,the best package for ten You can re install and reinstall,B07F2HNP39,B07F2HNP39,AHDG7HTUENTP5IURQBYZZJ3BOKKQ,1544032224164,0,True,0.0028,0.0502,0.947
4.0,Easy to set up and hold my iPhone 8+ with a case.,This is a much better design than the last one I had from another company It locks in place OK but like all of these I have used they have loose spots that make the phone shake This one is better than most but not as good as others For the price it is worth keeping until I find the perfect phone holder which I now think I will only find in Big Foot s car,B07XQ1NX47,B07XQ1NX47,AG6DP7SLJDN5VEGUJI6M6GADZI3A,1574407161684,0,True,0.0616,0.202,0.7365
2.0,Disappointed,While installation was easy and price is great I am disappointed overall Within a few weeks my phone got dropped thank you toddler While the screen did not crack it actually popped all the way off I was able to re stick it back on but of course dirt got stuck in between the protector and my actual phone screen After that my touch sensitivity on my phone was off Then it got dropped again and yet again it popped off Now it is useless whats the point of a screen protector if it doesn t withstandbeing dropped Does not last like other brands I have used,B07SLSZ9JC,B07SLSZ9JC,AF6OUQ6RXMYU2FRUT4D5OYPL7NHQ,1638900701596,0,True,0.8769,0.1072,0.0159
5.0,Completely satisfied and more,Ordered a clip on but did not fit the air vents due to cars design Called company and they took back the original product and sent us a more expensive different style free of charge Great customer service and a nice product,B01NCSRTK7,B0C7L26JPJ,AGDCBTGCVNQB7NKPMRJSJ64UTS2Q,1559092342025,0,False,0.2336,0.433,0.3333
5.0,best phone charger I've ever had.,study allows me to use phone while charging without worrying I will damage it with twisting,B07K3Y17RW,B0BRKTR966,AHU5CQIGTPW3L7CSVCMW66XSSPDA,1678915678890,0,True,0.103,0.6038,0.2932
5.0,"Sleek, Minimal, Clean.",Sleek and slim I like that it runs flush with the phone and isn t clunky I have had a few small drops and the case exceeds expectations,B00HYSFUXS,B00HYSFUXS,AFY2C3NEW3QZ6HBRB2UBBAI5ENAQ,1508782817447,0,True,0.0127,0.1096,0.8777
5.0,Perfect fit and good protection,I like the ease with which this case went on The fit was perfect and it locked in place immediately It is now part of the phone I like the fact that I can easily retrieve it from any pocket with no problem,B010W7WL20,B010W7WL20,AG4YJUWTDH74FUATGB3XCPXYJXMA,1536244109665,0,True,0.0076,0.0482,0.9442
4.0,Nice case. Sleek,Nice case Sleek I love the card holder in the back Will hold a Two credit cards or ID br The door to the cards is a bit weak and you must take notice when openinbg so not to strip the tits that hold it closed,B077SLQ9QT,B077SLQ9QT,AFUDF2H5NPRG5RDO5LTDEY54KQRQ,1516144988292,0,True,0.0227,0.2002,0.7771
4.0,Four Stars,Product is good but not great for everyday use,B015OU08FW,B015OU08FW,AFZB3BH2Z6CSFACQOOKF2ETS5OYQ,1459526975000,0,True,0.6016,0.3132,0.0851
5.0,Good protection with a bonus,While I will not purposely drop my Note to test how well this case will protect it I think it would do a good job if it fell on the ground or a carpeted floor On a harder surface not so sure I don t understand why a few reviewers said the edges were not protected well All edges even the curved sides have good protection The kickstand back is a very handy bonus allowing the phone to be propped up either vertically or horizontally and the kickstand bump on the back is not very large and it has an added benefit of giving the phone a nice grip surface when one handed holding br br Now if ESA would offer a holster or pouch with a swivel clip to go with the case it would be perfect,B07V44S3BT,B07V37RDSW,AEXD5ZGPZ42X32MJIDCWQZUJDLGA,1569164556013,0,True,0.2097,0.5732,0.2171
3.0,Three Stars,Isn t what I thought but it ll do for what I use it for,B00SXRXUWM,B07L1CRPTS,AGQ2HIIZD2DZDHZUD4KPMUCPJDMQ,1474237816000,0,True,0.1216,0.6866,0.1919
5.0,Very well made,Loved the color Fits great on my S I like the silicone outside portion that wraps area the whole frame Nice feel and good protection,B0BN4T2DPB,B0BNP79X8F,AEIUTZ7WEUAE4PXZWRQ36A3WXTUQ,1674740464982,0,True,0.0039,0.0181,0.978
2.0,Car mount keeps falling off my vent!!,At first this mount worked with no problem Now when I m driving the mount slips out and my phone falls because the clamp loosed up since I got it and now there isn t a snug fit The rear clamp should touch when not in use not have a gap very disappointed and now I have to find another car mount,B01MYRTYKZ,B01MYRTYKZ,AH2PROO2NLPZUQUL2U6O5LTK5GSA,1504722142113,0,True,0.7911,0.1871,0.0218
5.0,Works Great! Easy to use,Glass screens can be a pain in the but with glare but these are great If you have broken your screen cover before this is a great replacement It is thick in quality and covers the screen perfectly Fits with most cases,B01415QHYW,B01415QHYW,AFCUIZAAO3TSWKVRKXC2ZASHAXDQ,1576586088840,0,True,0.0765,0.179,0.7445
2.0,Not so great,The instructions did not match the included items making it difficult to know if one is doing it right Also the first glass screen protector I tried to install broke immediately into several pieces The protector isn t actually sticky making me wonder if it will stay on for any length of time The included lens protector didn t stick at all I think I may try a different product,B08KZWN8H9,B08KZWN8H9,AHIQZ4Y5QUCPBFKTO5GU4ES6RENQ,1610302989482,0,True,0.8373,0.1534,0.0093
5.0,Works great,Exactly what I needed,B09J4CZ659,B09J4CZ659,AGKD7NSY65FWYFELY7DGWXNLW3EA,1649444032384,0,True,0.0125,0.0476,0.9399
1.0,"Do not buy…… Broke after one day, also effects the touch screen.",Poor quality broke after first day effects the touch screen on phone,B086223TV9,B0BPGHG1D5,AHL2Y6H5LHBGMW4HZALFUBNC2CJQ,1657398746415,0,True,0.8884,0.1003,0.0113
4.0,Very Handy,I use this battery charger and I find it very handy to use The flashlight is powerful too I put it in my pocket sometimes and it s good to know that I can use my iphone freely when I am out and not worry about my phone dying on me,B00BJEEEUS,B00BJEEEUS,AH3UVSZJSJP5WIWVKZ6RI7NT5IQA,1400220825000,0,True,0.0063,0.041,0.9527
5.0,These work on my Samsung Galaxy,My Samsung galaxy did not come with a stylus so these work great,B00D5GVMK8,B076HFJJZP,AFFHBQAMFTXYQIEHNRAKZPBJZGJA,1656299731295,0,True,0.0245,0.137,0.8384
5.0,My mom loves it,Really nice watch band br br I like this and gave it to my mom She s really happy with it br br It s got good stretch and breathes really well The colors are nice and vibrant to She s a big fan,B09W9K565V,B09W9KHHNH,AFTZWAK3ZHAPCNSOT5GCKQDECBTQ,1652888924343,3,True,0.0029,0.0089,0.9881
4.0,Blue one bad twice,We purchased these as replacements three times The first time absolutely no problem The second time the blue one was bad Amazon took the second one back and replaced our order The replacement blue block was also bad Wasn t worth the headache of returning again so will order another brand next time These are very reasonably priced but it s annoying when only part of your order is in working condition I do like the various colors,B07RP1XCZF,B07ZCTCFGN,AGA4OIO6MXKRZBVP54WRCP3RX2DA,1647167239054,0,True,0.8808,0.105,0.0142
3.0,"It works fine on T-Mobile, just need a current sim card. But no color for send/end",Activated this phone just fine with T mobile Had to get a newer sim card the old one wasn t compatible Those claiming it doesn t work are incorrect br br That said seems good decent sound and it s your basic bare bones phone No frills br br The only problem I had was the send button and the End power button are not color coded like normal It makes it hard to know which button to use Especially for an older user,B08Q1YWQQ9,B09GRMTR6T,AG34TKNGBARLNDSAMTOYYKYPVVTQ,1677111852236,1,True,0.1517,0.4232,0.425
2.0,Quality in decline,I ve used these protectors on several different versions of iPhones over the years and this batch is TERRIBLE Both protectors in the pack cracked and broke within one week of use The only good thing is that the privacy part is still good I m gonna have to try a different brand now Whomp whomp,B07PQQDBPT,B07PQQDBPT,AFGV7Q73BUPDVREDE5Q263IUKTOQ,1665801119192,0,True,0.8315,0.1314,0.037
5.0,Sakura blossom means spring,I matched this pop socket with the dsakura cellphone case and they look like they were made specifically for one another Very pretty,B07HSKMG8M,B07HSFDTD5,AF5YJ2EVSVFVVNHDOVNQXC3HB6QA,1617401452084,0,True,0.0043,0.0441,0.9516
5.0,"So far, so good",I was looking for a wallet case with the removable magnetic backed phone protector I want to start using Google Maps on my phone instead of a GPS but I also wanted a wallet case for my phone this accomplished that I can remove the phone when I want to use the magnetic mount in my car and still have a wallet case especially when i only want to take my phone and ID with me to run a quick errand,B07R9YHD11,B07R4LN6J8,AELIFKAI6IKTPZASFTLRSYQMQYFQ,1580860024813,2,True,0.0329,0.6784,0.2888
5.0,Great case,Great case I have had it for almost a year now and its holding up really well The magnetic back is very reliable and holds three cards without any problems Highly recommend,B082DK5D3K,B08N2KHHQJ,AHB3LM6OFJ5ZM7K5726G75Q37J4A,1605672977447,0,True,0.0036,0.0135,0.9829
5.0,Best Phone Protection,I love this phone cover with space for my debit card I always have my phone and don t carry cash it s perfect for quick trips to the store and fits my debit card and license perfectly,B074PKK7SC,B07VNLSCCB,AEX4OLOBPCWUDFFZKIJ5ZJTOGPOA,1528485155690,0,True,0.0055,0.0504,0.9441
1.0,was looking for one that was grippy on the outside ...,was looking for one that was grippy on the outside to help keep it in my pocket I thought this said it was but it really wasn t Maybe I just read it wrong but not what I wanted so I returned it,B06XQKG2X6,B06XQKG2X6,AEAFEG4SL75TWMSR4OFEXKDR7YRA,1518046327031,0,True,0.4744,0.4857,0.0399
5.0,Saved my watch more than once!!,These do break fairly easy but I would rather break the cover then the watch I do like the square corners around the screen it tends to protect it much more than the rounded style I m very hard on my watch and this is about the fourth time I ordered these particular covers I ve broken plenty of the covers but not a scratch on the watch Can t ask for anything more,B09J2CC2L9,B09NKYGMLY,AGLKIWKYUJJOBBACYRTH47RHTIXQ,1666233028064,0,True,0.3821,0.4039,0.2141
1.0,Don't waste your money,Took forever to ship and was a knockoff,B0089VO7OM,B01K9M55YY,AFVKG7I54T4EHD2X2CU5DGPECREQ,1429765941000,0,True,0.8192,0.1692,0.0116
